Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRG25,OUT027,5558.213
FDZ13,OUT049,808.87396
FDB57,OUT019,661.1991
FDR40,OUT046,1541.941
NCO14,OUT019,24.88615
NCN19,OUT045,2562.085
FDQ28,OUT019,411.60498
FDO13,OUT018,2249.3503
FDK48,OUT013,1178.9043
FDU07,OUT018,2096.3562
FDW20,OUT046,2111.6106
FDV12,OUT010,200.17142
FDH24,OUT013,2510.333
FDV59,OUT049,3758.3108
FDK57,OUT045,1823.0482
FDL16,OUT027,1454.1481
NCQ17,OUT046,2476.4563
FDJ15,OUT018,2879.5425
FDX24,OUT049,1414.9562
FDT47,OUT046,2074.0852
FDT10,OUT049,993.6314
FDZ37,OUT018,1171.0917
FDW43,OUT027,6201.8477
DRN36,OUT017,1602.7249
FDJ14,OUT045,1284.5283
FDA32,OUT013,3352.0435
FDJ38,OUT019,442.99496
FDQ57,OUT017,2429.387
NCQ41,OUT019,712.75836
FDG56,OUT049,974.3004
DRC13,OUT027,3298.108
FDV55,OUT035,2513.9941
FDQ49,OUT045,2812.6377
FDE29,OUT010,131.17073
FDR03,OUT013,3649.4202
FDD45,OUT049,1500.2107
FDN38,OUT010,678.23285
FDT56,OUT046,998.00885
FDT48,OUT045,3276.9834
FDU03,OUT049,2949.276
FDC56,OUT010,292.4054
NCO43,OUT027,2374.6887
FDQ27,OUT017,2035.0674
FDR03,OUT046,3279.2437
DRH23,OUT010,126.89706
FDG22,OUT045,692.6373
NCJ42,OUT013,1660.3079
FDR24,OUT046,1454.5039
FDW60,OUT035,2906.2336
FDJ08,OUT013,2972.2292
DRL59,OUT018,678.6427
FDG60,OUT010,295.6747
FDW27,OUT017,2444.0002
FDX14,OUT018,1018.736
FDC20,OUT013,741.94275
NCS29,OUT018,2702.2922
FDJ56,OUT046,1524.4948
FDB20,OUT019,246.9652
FDL28,OUT027,6267.593
FDW01,OUT018,2088.8208
FDL03,OUT046,2663.4568
FDX22,OUT049,4232.341
FDJ21,OUT035,2709.9788
FDR31,OUT045,2354.6465
FDG21,OUT035,2672.906
FDS22,OUT027,1286.8777
FDK08,OUT035,1609.0828
FDE17,OUT018,2227.3577
NCN30,OUT017,1554.9445
FDT50,OUT046,1435.0364
NCX42,OUT049,2797.9036
FDJ12,OUT035,3812.3481
NCA18,OUT027,2596.832
FDP23,OUT019,432.9147
FDX12,OUT013,4328.036
FDN40,OUT018,2042.8578
FDV48,OUT035,1453.5826
NCY54,OUT013,2912.2844
FDL16,OUT010,61.536804
FDR45,OUT018,3443.7957
FDJ52,OUT046,2521.9639
DRG01,OUT017,1412.1116
FDP52,OUT013,4482.158
FDU58,OUT017,2869.3357
FDL02,OUT045,1632.7374
FDG28,OUT013,4023.4988
FDA19,OUT035,2101.5178
FDW46,OUT027,2002.0786
NCD43,OUT049,1730.0126
DRG39,OUT013,856.0976
NCF55,OUT049,744.0157
FDJ07,OUT046,1805.0187
FDE08,OUT046,2573.1216
FDP56,OUT019,94.19022
FDT45,OUT045,696.9184
FDF17,OUT018,2633.0146
FDX44,OUT046,1261.0305
FDM28,OUT027,5240.174
FDI36,OUT049,2997.1248
FDS07,OUT045,1708.4484
FDD36,OUT045,1833.4432
FDW11,OUT046,959.9935
FDN40,OUT049,2149.9263
NCQ18,OUT049,1643.4961
NCQ54,OUT017,3099.6604
NCS42,OUT045,1375.6515
DRH39,OUT010,184.2776
FDC09,OUT027,2644.807
FDT08,OUT010,408.30527
FDC08,OUT035,3727.4922
FDT20,OUT017,690.51514
FDS35,OUT035,1056.5112
FDX58,OUT018,3093.3552
FDW58,OUT046,1698.3699
DRD27,OUT046,1517.2999
FDH32,OUT019,231.63074
FDS26,OUT035,4450.9985
FDQ31,OUT046,1438.6715
FDP11,OUT018,2516.7793
FDD58,OUT017,1722.2378
FDM33,OUT045,3185.6235
FDZ16,OUT049,3226.549
NCS29,OUT010,823.8345
NCM18,OUT019,131.67456
FDP11,OUT049,3284.6392
NCC42,OUT017,2243.7166
DRM23,OUT046,2776.0654
NCN55,OUT027,6148.6255
FDK46,OUT013,4602.727
FDR01,OUT046,3147.015
NCA05,OUT045,2196.9363
NCP43,OUT017,2875.547
FDR12,OUT010,310.51273
FDQ01,OUT013,3501.8218
FDM13,OUT046,2060.14
FDQ19,OUT017,4036.4436
FDK56,OUT019,437.08737
NCX06,OUT010,553.7899
FDO56,OUT027,3118.913
FDU45,OUT045,1682.5447
FDI16,OUT019,110.65482
FDL32,OUT046,1871.8788
FDA07,OUT046,2447.7214
FDA14,OUT045,2325.7263
FDV46,OUT027,3706.001
NCO07,OUT035,3041.069
NCP41,OUT046,1742.5116
FDY60,OUT018,2017.1182
FDN38,OUT017,3977.7412
FDO15,OUT046,1263.7336
FDT60,OUT013,2060.5977
FDA55,OUT035,3989.2876
FDE02,OUT010,190.52603
DRJ39,OUT049,4123.3706
FDV34,OUT035,1235.7528
FDS20,OUT027,5384.3813
FDF02,OUT027,2679.805
FDW40,OUT017,2344.7778
NCB43,OUT046,3022.0398
FDR58,OUT017,1275.4532
DRJ59,OUT035,827.5611
NCD30,OUT017,1629.6454
FDE14,OUT017,1608.9451
FDC28,OUT018,1391.8512
FDU16,OUT018,1027.0754
NCD19,OUT035,1095.323
FDU21,OUT046,606.0359
FDV59,OUT027,5815.2866
FDU03,OUT045,3208.9084
FDC33,OUT010,650.55164
NCR42,OUT035,645.4112
DRH59,OUT035,1267.4017
NCM31,OUT035,2173.764
FDS50,OUT035,4126.8696
FDP39,OUT046,915.8745
FDQ55,OUT013,2020.7891
FDV36,OUT019,301.65378
FDI05,OUT027,2322.1816
FDS45,OUT027,2889.4187
FDA39,OUT045,503.69012
FDC37,OUT010,164.89154
FDJ60,OUT027,3839.3398
DRQ35,OUT046,1965.3455
NCJ06,OUT046,1935.7521
NCY42,OUT018,2070.4285
DRM37,OUT049,3164.5745
FDR14,OUT045,664.6345
FDE51,OUT049,811.41547
FDT33,OUT017,2753.543
FDR08,OUT013,1785.9944
FDE36,OUT010,588.14496
FDL22,OUT019,122.2166
FDR44,OUT013,1952.2346
FDI56,OUT019,221.55444
FDE47,OUT010,242.22603
FDV27,OUT010,290.22122
FDV10,OUT049,747.7754
FDC40,OUT045,1306.2449
NCX41,OUT013,3690.036
NCQ38,OUT027,2415.6975
FDV12,OUT027,2611.9324
FDE52,OUT017,1451.5493
FDG20,OUT027,4669.7485
FDV16,OUT027,1508.7378
FDI32,OUT017,1886.7638
FDJ32,OUT049,879.226
FDN39,OUT018,2411.9602
FDY34,OUT017,2944.2124
FDC14,OUT035,774.6712
FDA55,OUT017,4083.9712
FDZ50,OUT010,591.41833
DRG13,OUT049,2696.8958
FDP01,OUT013,2233.198
NCG54,OUT017,3056.2874
FDM13,OUT045,1858.3243
NCO18,OUT027,4931.2905
NCW41,OUT013,2572.7454
FDM52,OUT027,3949.8752
NCF55,OUT035,869.9104
FDT09,OUT046,2086.5327
NCM19,OUT035,1842.9691
FDW12,OUT018,2233.4597
FDP15,OUT019,808.9817
FDK36,OUT045,641.183
FDZ25,OUT035,3177.3774
NCW06,OUT049,3348.3745
FDW60,OUT046,2900.457
DRC49,OUT013,2332.4639
NCT17,OUT035,3283.07
NCN06,OUT018,2403.5972
FDC45,OUT013,2896.6616
DRJ47,OUT019,421.7879
NCF06,OUT045,3573.9602
FDE21,OUT010,375.47055
DRG27,OUT013,678.18
FDW40,OUT049,2213.4973
NCO53,OUT046,2990.8542
FDE23,OUT049,782.63684
FDQ16,OUT046,1626.1702
FDS26,OUT045,3953.8137
FDZ13,OUT010,109.92053
FDS14,OUT049,2322.8215
FDC10,OUT045,1649.5247
FDY16,OUT049,3290.9297
FDJ20,OUT035,2210.5273
FDV43,OUT035,723.0071
FDZ32,OUT027,2751.5872
FDR23,OUT046,2694.6995
FDN24,OUT035,950.8293
FDE34,OUT027,5532.04
FDU31,OUT013,3272.0293
FDW33,OUT018,1439.8909
FDU26,OUT046,1767.7461
FDE20,OUT027,4159.0186
NCW05,OUT035,1832.4099
FDB22,OUT018,2248.5957
FDO56,OUT046,1865.0985
FDA19,OUT027,3478.1382
DRI39,OUT045,951.16754
FDH52,OUT018,727.9145
FDZ50,OUT035,3444.1294
NCN42,OUT035,2955.572
FDB53,OUT013,2570.0847
DRG11,OUT017,1600.7311
DRK11,OUT027,3438.5127
FDQ60,OUT017,1917.3737
FDT36,OUT017,663.18066
DRG25,OUT018,2998.9211
DRJ23,OUT046,2946.7952
FDG05,OUT035,2562.847
NCK06,OUT018,1772.3551
FDU52,OUT017,2426.2056
FDW07,OUT018,1214.9089
NCM17,OUT045,562.4971
FDA22,OUT045,2525.805
NCA41,OUT018,3003.6514
FDF38,OUT035,702.6383
FDH52,OUT046,857.83484
FDY58,OUT019,450.14935
FDZ16,OUT045,3238.4067
NCM18,OUT017,1109.4917
FDA22,OUT018,2458.709
NCJ43,OUT035,2665.541
FDI34,OUT027,6211.9707
FDG56,OUT046,1001.53845
FDS34,OUT046,1775.3539
DRC01,OUT035,877.9691
FDQ04,OUT035,582.4888
FDK04,OUT035,980.496
FDT51,OUT049,1710.0505
FDV26,OUT017,3254.4075
FDS04,OUT049,2245.89
FDW43,OUT018,3297.6003
FDQ28,OUT010,385.59686
NCK06,OUT017,2176.6042
FDS23,OUT018,2067.0303
FDZ36,OUT019,565.73315
FDE56,OUT018,783.1912
FDW10,OUT027,4658.165
NCN14,OUT045,2823.0103
NCQ18,OUT045,1494.4803
FDW08,OUT017,1729.8842
FDU43,OUT035,3937.2815
FDR33,OUT010,238.54855
FDM24,OUT010,304.40045
NCZ05,OUT046,1585.7014
NCV41,OUT035,2024.4819
FDV11,OUT018,2471.7476
NCY05,OUT035,758.9692
FDV44,OUT018,2938.8806
FDW32,OUT049,1215.0809
NCU18,OUT027,3282.9153
NCC43,OUT035,4127.7954
FDW19,OUT013,1872.3394
FDN31,OUT035,3228.882
FDI48,OUT045,650.6113
FDS24,OUT017,1198.9102
FDF46,OUT049,1863.4838
DRG23,OUT017,2216.3857
FDG14,OUT018,2329.3545
NCY30,OUT049,2966.3506
FDO28,OUT018,1688.1278
DRD24,OUT035,2279.7957
FDI33,OUT049,1506.9723
FDN32,OUT046,3203.4978
FDR16,OUT045,3876.4783
FDF26,OUT046,2469.8672
NCN29,OUT018,538.1432
FDE20,OUT045,3236.431
FDA46,OUT046,3170.1921
FDU28,OUT045,2873.2239
FDQ48,OUT045,1465.7626
FDV36,OUT013,2033.8915
FDR14,OUT018,487.3414
FDP23,OUT017,3670.4275
FDP56,OUT013,676.6659
FDK48,OUT010,211.38756
FDR48,OUT046,2163.01
NCY29,OUT049,1000.0412
FDM22,OUT018,634.1527
DRJ01,OUT013,2398.953
FDZ43,OUT045,3869.2495
FDV03,OUT035,2559.258
FDX11,OUT027,5403.5923
NCA41,OUT027,5617.9946
FDE38,OUT017,2549.6372
FDI27,OUT018,611.2505
FDN32,OUT013,3235.4646
NCN43,OUT017,2388.5005
FDB47,OUT027,5606.311
FDV03,OUT017,2508.3923
NCN30,OUT045,1417.2723
NCV54,OUT010,229.96889
FDV07,OUT013,1908.9547
FDP07,OUT049,2835.234
FDK48,OUT018,1020.9135
FDM15,OUT019,243.97641
FDY19,OUT027,2702.2432
FDK46,OUT046,4189.834
FDY11,OUT045,1052.349
FDH09,OUT046,717.6676
FDO08,OUT027,4297.129
FDU14,OUT013,4467.8022
FDD22,OUT027,3001.5173
FDM27,OUT017,2813.0842
FDL02,OUT027,2489.7954
NCA17,OUT035,2624.9854
FDE38,OUT019,441.14786
NCG07,OUT049,3240.5498
DRC27,OUT013,3627.7297
FDA27,OUT035,4113.134
FDW40,OUT045,2144.4714
DRI11,OUT013,1921.8303
FDN50,OUT046,1531.9674
FDR12,OUT046,3041.259
FDT34,OUT027,2776.152
FDW11,OUT035,1047.7515
NCO30,OUT027,4392.266
FDZ34,OUT017,3240.8823
FDU45,OUT017,1897.517
NCD42,OUT035,733.404
FDX25,OUT045,2905.4097
NCR29,OUT046,1017.73645
FDX43,OUT019,343.81265
FDB04,OUT010,190.3117
FDR49,OUT027,1500.2308
FDS39,OUT018,1857.5986
FDW58,OUT045,1278.9364
FDG22,OUT019,25.513006
FDG31,OUT017,1117.6404
NCV53,OUT027,6673.0874
DRJ37,OUT035,2619.5613
FDV07,OUT035,2061.7292
FDW52,OUT018,2601.2495
FDT15,OUT045,2965.4358
FDD02,OUT018,1799.4562
FDM16,OUT035,1239.139
NCE55,OUT046,2533.1377
FDB57,OUT018,3142.1707
FDQ04,OUT013,607.61176
FDQ47,OUT019,48.97007
FDY14,OUT019,817.8259
DRK37,OUT017,3472.9617
FDO25,OUT017,3626.996
FDL57,OUT046,4428.4565
NCK29,OUT018,1918.306
FDK46,OUT027,7240.7754
NCB43,OUT010,505.2212
DRE01,OUT027,6143.676
FDC46,OUT018,3036.8105
FDQ23,OUT045,1524.4169
FDX38,OUT049,769.49615
FDG60,OUT018,3369.8386
FDW55,OUT017,3941.8574
FDP39,OUT013,716.7729
FDB20,OUT018,1044.0436
FDV21,OUT017,2103.1777
FDZ02,OUT013,1308.8077
FDP19,OUT027,3425.5977
FDA38,OUT035,3502.8364
FDH22,OUT045,1947.8531
DRM11,OUT045,3710.8704
FDO12,OUT027,5603.9893
FDT14,OUT049,2002.2349
FDW34,OUT010,299.86417
FDG04,OUT027,4344.9683
FDW59,OUT018,1046.0751
FDR33,OUT018,1333.964
FDP32,OUT013,1924.6777
FDL13,OUT027,5598.7007
FDD22,OUT013,1863.1306
FDV40,OUT027,2046.5511
NCD55,OUT046,622.5291
FDQ20,OUT010,20.55798
FDD28,OUT045,813.7907
FDC39,OUT045,3422.2603
NCR17,OUT049,2029.3793
DRO35,OUT018,1651.2871
FDF40,OUT049,4154.6777
FDR31,OUT018,2155.44
NCQ41,OUT017,3250.0288
FDP38,OUT046,738.3119
NCU54,OUT027,5617.3545
FDG22,OUT018,439.83734
DRK59,OUT013,3399.474
FDC37,OUT046,1732.6384
NCO42,OUT013,2245.895
NCT42,OUT017,2227.344
FDX27,OUT035,1540.5243
FDV40,OUT018,986.427
FDT45,OUT027,1786.9209
FDS47,OUT019,149.0895
FDR45,OUT035,4568.782
FDB03,OUT045,3724.9744
FDO49,OUT035,1041.011
FDU60,OUT027,4204.5195
FDB26,OUT018,592.2476
FDB46,OUT017,3633.1719
FDQ37,OUT019,576.06714
FDN03,OUT017,4504.2007
NCX30,OUT045,4163.815
FDK32,OUT019,358.30762
DRM47,OUT013,3072.2493
NCO02,OUT046,1115.5997
FDP04,OUT013,946.4835
NCO43,OUT049,1862.6351
FDD59,OUT013,1192.5253
FDQ10,OUT017,3099.3071
FDW45,OUT035,2628.703
NCK30,OUT049,4435.307
FDU31,OUT018,2652.4983
NCQ17,OUT019,432.39725
FDN01,OUT017,2776.4775
FDZ19,OUT049,2813.209
DRG37,OUT017,2666.065
FDE32,OUT045,372.35837
FDO34,OUT049,2932.3352
FDM04,OUT019,41.160854
FDZ25,OUT049,2989.2852
FDU08,OUT049,1716.7394
NCW30,OUT045,3486.276
NCM18,OUT013,919.9393
FDS22,OUT035,1012.10675
NCH18,OUT017,3718.0486
FDC23,OUT013,3024.4663
FDY46,OUT013,3116.2175
NCU06,OUT046,3823.1997
FDX57,OUT045,1494.9158
FDX36,OUT027,5777.7583
FDL16,OUT045,725.6332
FDT16,OUT010,1276.1376
FDN16,OUT018,1417.2443
FDC03,OUT046,3117.3142
DRF60,OUT013,3940.6511
FDS27,OUT027,4955.825
FDP33,OUT010,673.7229
FDJ36,OUT018,1475.7896
NCR42,OUT013,591.1628
FDV14,OUT017,1352.558
NCP42,OUT035,3332.334
FDB50,OUT027,2317.6475
NCC30,OUT027,4645.719
FDA23,OUT018,1451.2074
FDW16,OUT017,1456.1226
FDQ52,OUT010,274.87744
FDB58,OUT049,2367.0806
NCP29,OUT049,1175.9657
NCM05,OUT045,3815.2637
FDO25,OUT013,3398.9514
NCM54,OUT046,2030.0654
NCL54,OUT046,2953.5735
FDL39,OUT010,459.1532
FDF53,OUT018,3115.6072
NCQ42,OUT035,2099.8347
FDF58,OUT013,992.58374
FDZ04,OUT035,1090.4011
FDE26,OUT019,356.87292
FDS60,OUT017,2507.831
FDV58,OUT017,2621.4211
FDM04,OUT045,798.8564
FDE08,OUT035,2676.0757
NCB43,OUT049,3148.809
FDU11,OUT010,261.41855
FDF22,OUT019,493.1275
FDE24,OUT013,2260.3022
DRJ49,OUT046,2041.215
NCQ53,OUT035,4864.602
NCL41,OUT013,578.42596
FDR22,OUT013,1831.0487
FDH04,OUT035,1604.4014
DRH15,OUT045,590.31366
FDY40,OUT049,865.61505
NCI17,OUT035,1626.5001
NCC18,OUT013,2715.6619
FDY28,OUT027,5714.51
FDB45,OUT027,3193.5503
NCL30,OUT018,1883.4023
FDM10,OUT017,3611.687
FDH22,OUT027,3269.4014
NCZ53,OUT017,3078.6548
NCI18,OUT013,3346.8699
FDH14,OUT027,3656.0352
FDR36,OUT027,1126.6674
FDW01,OUT045,2345.5754
FDK02,OUT027,2851.1433
FDJ02,OUT018,2121.8726
FDU55,OUT013,5875.19
NCV18,OUT027,2476.7253
FDH14,OUT018,1782.3313
FDZ37,OUT045,1392.2095
FDX49,OUT049,3426.446
NCD43,OUT046,1566.7766
FDZ07,OUT013,959.3986
FDK43,OUT035,2226.231
FDR32,OUT018,3287.0107
FDT39,OUT013,2532.0664
NCV54,OUT017,2028.8141
FDF38,OUT018,345.8073
FDV60,OUT046,2824.9534
FDH44,OUT027,3975.732
FDS21,OUT046,954.47974
NCL41,OUT045,623.08795
FDM46,OUT017,1577.4865
FDU27,OUT045,756.33527
NCJ54,OUT017,3939.4282
DRG51,OUT018,2473.7495
NCA29,OUT019,392.81345
FDR47,OUT045,3146.1868
NCL19,OUT027,3435.3528
DRG01,OUT049,1257.6179
FDG10,OUT046,1141.3977
NCV05,OUT049,2396.1343
NCH18,OUT019,644.5789
FDV14,OUT018,1145.0414
DRJ23,OUT035,3365.8794
DRJ11,OUT046,3077.6963
FDZ03,OUT017,3168.005
FDI27,OUT010,34.503334
FDJ14,OUT018,1133.6757
FDU32,OUT017,2108.0422
FDD47,OUT027,4601.0605
DRF36,OUT035,3658.827
FDM21,OUT046,4096.043
FDV10,OUT018,494.63272
FDH60,OUT018,2881.7356
FDX47,OUT010,256.64832
FDT19,OUT019,536.77466
FDO11,OUT045,3924.727
FDH24,OUT027,4509.335
FDL02,OUT018,1460.8137
FDB02,OUT049,3022.4
FDA43,OUT046,3088.802
FDG52,OUT045,768.5793
DRC12,OUT013,3274.3464
FDY37,OUT018,1923.3313
NCU18,OUT045,1953.5156
FDU09,OUT035,1240.0038
DRJ25,OUT027,1529.4647
DRE12,OUT018,1712.4199
DRL47,OUT017,2145.0798
DRK01,OUT046,1663.8846
FDC22,OUT019,465.2904
FDG44,OUT013,915.5861
FDW04,OUT035,2085.6301
FDK09,OUT049,3763.7705
NCN43,OUT035,2352.3694
FDG04,OUT049,3036.7415
FDH32,OUT010,174.93129
DRI47,OUT017,2463.2803
DRE15,OUT013,1148.2812
FDY11,OUT035,1214.8776
FDO60,OUT049,673.541
FDQ20,OUT018,374.02167
FDO57,OUT027,5061.886
FDT14,OUT019,314.29242
FDA57,OUT049,769.53656
DRN35,OUT017,745.4908
FDJ03,OUT046,768.20685
FDX28,OUT017,1740.7577
DRE25,OUT045,1460.8387
FDR09,OUT046,4157.656
FDB23,OUT035,3936.1743
FDO08,OUT045,2492.882
FDQ23,OUT049,1692.5295
FDW04,OUT013,1972.9824
DRK13,OUT010,482.00497
NCL17,OUT027,3368.4392
FDY21,OUT035,3256.2744
FDJ38,OUT027,5557.5894
FDA37,OUT019,340.66977
FDV43,OUT013,556.3413
FDL36,OUT046,1592.0076
FDD53,OUT045,545.8194
FDZ19,OUT010,318.7817
FDV21,OUT045,1916.6135
NCL54,OUT018,2728.6
DRI47,OUT027,3879.315
DRG03,OUT049,2558.1523
FDG21,OUT013,2506.1147
FDW03,OUT018,1391.5845
NCI55,OUT046,2058.6711
DRC36,OUT019,479.25916
FDH22,OUT017,1975.0723
FDV20,OUT045,2126.1238
NCU41,OUT027,4591.8047
FDN46,OUT027,2971.1807
FDK50,OUT045,2465.113
NCA05,OUT027,4493.23
DRH01,OUT018,2753.4116
FDT08,OUT018,2253.0513
FDM08,OUT018,3343.0693
FDZ07,OUT035,901.80005
FDS22,OUT017,896.7118
FDV35,OUT027,3702.166
FDI28,OUT010,175.1544
FDW58,OUT027,3340.436
FDT52,OUT045,3977.7864
FDY34,OUT046,2601.2534
FDR10,OUT046,2618.9026
FDK57,OUT017,1995.1873
FDR02,OUT027,2951.4863
FDX49,OUT046,3330.4702
FDQ20,OUT046,590.2018
DRK23,OUT045,4119.482
NCW06,OUT046,3148.0151
FDR31,OUT017,2576.742
NCE43,OUT013,2820.2744
DRO59,OUT027,2079.9954
FDN09,OUT049,4159.92
FDR11,OUT046,2586.7158
FDO57,OUT013,3054.9443
NCX18,OUT017,3360.541
FDB05,OUT018,3505.3982
FDQ08,OUT018,593.13245
NCG43,OUT035,1708.4768
FDJ56,OUT013,1589.5776
FDA13,OUT010,24.216782
FDO56,OUT017,1856.5256
FDB37,OUT018,3614.8533
FDZ02,OUT018,1195.6014
FDQ24,OUT046,4177.3306
FDM16,OUT013,1097.729
FDU35,OUT049,1706.7042
FDT35,OUT035,2731.9956
NCX30,OUT049,3884.3438
FDG04,OUT017,3396.093
FDI12,OUT035,1380.7858
FDE35,OUT035,869.5186
NCP14,OUT027,2503.0283
NCY53,OUT045,1747.4089
FDP49,OUT017,1070.2516
FDQ04,OUT017,675.5733
FDM39,OUT035,3208.3618
FDO58,OUT019,387.90842
FDC56,OUT017,1983.6914
NCQ54,OUT046,3070.4453
FDV10,OUT027,1146.055
NCK17,OUT046,650.4966
NCF55,OUT027,1234.6025
FDV33,OUT013,4518.4937
NCH29,OUT019,296.0202
FDA37,OUT027,3261.8704
FDH46,OUT018,1435.581
FDS25,OUT035,1958.6885
FDH04,OUT027,2363.689
FDX52,OUT046,3069.036
NCD42,OUT017,698.758
FDW47,OUT017,2089.1062
FDL25,OUT027,2731.9104
NCJ06,OUT010,220.76166
FDY09,OUT013,2854.882
FDS40,OUT046,596.851
FDH41,OUT017,3487.7776
FDG38,OUT035,1443.8065
FDU03,OUT027,4963.875
FDV20,OUT046,2053.7195
DRB13,OUT045,2538.9285
NCQ30,OUT013,1975.9335
NCH06,OUT013,3832.27
FDU50,OUT018,1602.9875
NCO42,OUT019,232.33904
FDW09,OUT018,929.07715
FDH04,OUT013,1467.8085
FDC21,OUT045,1466.1737
FDL21,OUT049,737.93964
FDM46,OUT010,173.36388
FDT22,OUT019,133.4105
FDB28,OUT035,3031.6687
FDI12,OUT018,1287.1188
FDA28,OUT045,2066.6025
FDF59,OUT013,1969.006
FDM45,OUT027,3445.426
FDQ56,OUT017,1429.9136
FDR46,OUT049,2582.3782
FDT01,OUT013,3660.8914
FDD16,OUT027,2749.9912
NCU30,OUT010,376.22318
FDM40,OUT010,400.69086
FDI56,OUT035,1584.8274
NCS30,OUT013,1964.0989
FDU08,OUT017,1727.7651
FDX51,OUT027,5293.6167
FDA43,OUT045,2818.8296
FDX59,OUT010,14.305114
FDC37,OUT018,1297.8922
FDP58,OUT013,3667.8186
NCY42,OUT035,2376.3325
FDF21,OUT018,2926.984
FDU10,OUT027,1192.2062
DRL47,OUT018,1734.9166
FDA58,OUT018,2905.6685
FDJ22,OUT049,3043.5864
FDK50,OUT046,2694.589
FDO38,OUT035,1311.7308
DRF60,OUT035,4164.9956
NCZ42,OUT019,752.2149
FDD35,OUT049,2006.7773
FDL25,OUT045,1466.4838
FDJ16,OUT013,938.6487
DRK59,OUT049,3506.0503
FDI50,OUT046,4467.6123
NCB19,OUT045,1347.6989
DRI37,OUT035,1030.3018
FDA14,OUT027,3928.4963
FDC08,OUT018,3269.4272
FDS45,OUT046,2298.1907
FDI21,OUT049,1147.4824
DRJ47,OUT035,2935.8252
DRE37,OUT027,5564.641
FDT55,OUT018,2504.6504
NCG42,OUT027,3480.966
FDA31,OUT049,2891.5295
NCW42,OUT046,3434.973
FDF50,OUT017,3238.5571
FDK56,OUT049,3244.2607
FDX10,OUT035,701.9471
NCK07,OUT027,4349.1553
FDZ49,OUT017,3631.448
FDR33,OUT013,1757.4829
FDO44,OUT018,1490.7783
FDA20,OUT046,3209.8843
NCL30,OUT045,2028.5546
FDI05,OUT019,217.28749
FDQ12,OUT018,3064.4966
FDH47,OUT017,1707.0039
FDH34,OUT018,2819.523
FDF29,OUT046,2174.1853
FDG40,OUT018,346.7235
NCE18,OUT017,4441.4717
FDP21,OUT010,425.73627
FDY50,OUT013,1379.7122
FDB36,OUT049,2371.4473
NCZ29,OUT049,2219.202
FDU20,OUT018,1587.2147
FDO56,OUT013,1897.3356
FDW31,OUT049,2983.9792
DRH59,OUT013,1171.357
NCB30,OUT017,3253.589
FDK43,OUT027,3400.963
FDW43,OUT045,4039.6094
NCL19,OUT017,2222.7488
FDJ27,OUT046,1649.4856
FDC45,OUT046,2732.3484
FDY40,OUT035,767.80426
NCM41,OUT035,1497.6145
NCK18,OUT019,489.87128
FDP37,OUT049,2106.8271
FDA27,OUT027,6316.8926
NCX30,OUT035,3709.4067
FDR09,OUT017,4084.6792
FDG08,OUT027,5154.8867
NCU30,OUT013,2573.0007
FDB16,OUT017,1404.9581
FDM16,OUT017,1192.7872
FDC48,OUT013,1145.2765
NCF18,OUT046,3068.9375
FDU46,OUT018,1093.8914
FDH41,OUT018,2824.1816
NCN42,OUT010,459.24258
FDU49,OUT046,1317.9142
FDB20,OUT027,2634.1372
FDG50,OUT019,168.55414
FDW20,OUT045,1641.8735
NCO55,OUT049,1794.7611
FDX48,OUT046,2515.2703
FDU48,OUT046,1964.5913
FDR48,OUT019,236.34703
FDK27,OUT013,1906.267
FDT35,OUT013,2618.194
FDN12,OUT049,1722.4026
NCE31,OUT019,74.47486
FDL21,OUT017,955.8674
FDV56,OUT017,1786.4733
FDR16,OUT017,3395.714
NCP41,OUT049,1751.529
FDJ27,OUT013,1734.7936
FDA07,OUT017,2020.8022
FDK55,OUT049,1369.0289
FDM33,OUT049,4017.3743
FDY46,OUT046,3051.8984
FDD36,OUT046,1976.5125
FDB12,OUT027,2774.129
FDF28,OUT019,354.69794
NCE07,OUT019,380.772
FDW50,OUT027,4102.9214
NCW18,OUT017,4512.1787
NCJ17,OUT019,299.9121
DRZ24,OUT010,350.04218
FDS07,OUT035,1814.8938
NCW05,OUT010,258.0559
FDZ22,OUT018,1093.2134
FDK02,OUT046,1815.0035
FDZ45,OUT027,5548.764
FDL25,OUT046,1384.2064
FDS08,OUT045,2236.0833
NCZ42,OUT027,6517.0156
FDX57,OUT035,1740.1978
FDF21,OUT046,3135.2097
FDJ56,OUT018,1342.9712
FDX10,OUT013,648.69745
DRG48,OUT035,2314.57
DRN37,OUT046,2433.1226
NCY41,OUT018,299.57468
FDN28,OUT045,1608.7267
FDE34,OUT045,2842.6135
FDR10,OUT045,2619.4126
FDC32,OUT017,1441.0426
DRG13,OUT046,2677.5415
FDP59,OUT049,1127.154
NCT53,OUT010,420.54092
FDL57,OUT027,5755.9775
FDN32,OUT010,544.16754
FDK09,OUT018,3310.5825
FDA52,OUT010,291.9701
FDC57,OUT049,2887.8276
FDI09,OUT035,4196.717
NCB07,OUT046,2675.9734
FDP26,OUT035,1747.2255
FDP40,OUT027,2717.4338
FDL15,OUT013,2605.1118
FDV07,OUT046,1776.2125
FDS03,OUT017,1180.1718
FDE50,OUT049,3152.4036
FDQ15,OUT017,1169.1619
FDQ33,OUT010,401.89648
FDT22,OUT013,881.44946
DRO35,OUT035,2004.4261
FDJ41,OUT049,3815.885
